,Tweets,Subjectivity,Polarity,Analysis
583,The zebra bandaid was a bonus. First shot 💉 done. CovidVaccine ,0.3333333333333333,0.25,Positive
584,What I don’t get is why these leaders didn’t anticipate challenges and have plans to prevent these problems from ha… ,0.0,0.0,Neutral
585,"Y’all....is it “65 and over”, or “over 65” for the vaccine roll out? There’s a difference! And I’ve heard both on t… ",0.0,0.0,Neutral
586,Woohoo got my 2nd dose of the CovidVaccine today 🥳 ,0.0,0.0,Neutral
587, maybe try and be part of the solution and contact   and  and ask them wh… ,0.0,0.0,Neutral
588,If you have a chance to get your vac don't look back. CovidVaccine,0.0,0.0,Neutral
589,I got CovidVaccine Today. Believe in Science. Are you willing too?,0.75,0.25,Positive
590,Vaccinating in phases is starting to look like we’re putting out a whole-house fire one room at a time.🔥… ,0.1,0.0,Neutral
591,"Australia must vaccinate 100,000 people every day to meet government targets | The New Daily 

Interesting - the vi… ",0.3181818181818182,0.21212121212121213,Positive
592,"Moderna Says Its Covid-19 Vaccine Provides One Year’s Immunity via   

CovidVaccine Moderna",0.0,0.0,Neutral
593,The COVID-19 vaccine has started rolling out across Minnesota. Hear what the process has been like for the Stevens… ,0.0,0.0,Neutral
594,How many CovidVaccine were given today in UK?,0.5,0.5,Positive
595,Anticipation and confusion leads to phones ringing off the hook at health departments as the 70+ group moves next i… ,0.0,0.0,Neutral
596,Not what I thought “ice cream of the future” meant but I’ll take it dippindots IceCream CovidVaccine ,0.125,0.0,Neutral
597,"CovidVaccine is finally going out to educators.  While not in our district yet, it’s coming! Our teachers are… ",1.0,0.0,Neutral
598,   thanks for buying all the vaccines. Can we focus on administering them.… ,0.2,0.2,Positive
599,Mischief managed...I received dose 2 of my CovidVaccine this morning.  Feeling great and had an extra dose of pupp… ,0.425,0.4,Positive
600,Excellent  CovidVaccine conversation with community leadership — dispelling myths and updating with… ,1.0,1.0,Positive
601,Same here...it’s like they conspired everywhere to do the same thing. You wouldn’t want the peasants to realise tha… ,0.125,0.0,Neutral
602,"Hello Kate Andrews
Britain needs to roll out the CovidVaccine faster than any other country because we have the hi… ",0.375,-0.125,Negative
603,"Today was my first day going out since dose 1 of the CovidVaccine. For a fleeting second, I had a small sense of… ",0.24444444444444446,0.0,Neutral
604," So delighted to hear this news, and registration complete! 😅 CovidVaccine  VaccinesSaveLives",0.55,0.4125,Positive
605, I've been double masking for extra precautions! Got my 2nd and final CovidVaccine today! I'm one of… ,0.275,0.0,Neutral
606,"  Not just about speed but Vaccine deployment/effectiveness
Daily numbers are fine but fo… ",0.25,0.20833333333333334,Positive
607,"What gets your attention the most right now? 🐘🐴💉🏈💰?

Trump Biden BidenHarris COVID20 CovidVaccine COVID… ",0.5178571428571428,0.39285714285714285,Positive
608,"Today wasn't too bad, altho my arm that had the jab hurt more than yesterday, wasn't able to lift it fully in the a… ",0.5972222222222222,0.10000000000000005,Positive
609,I'm sure all the good captions have been used up so I'll just say why wouldn't you take every small action you can… ,0.49722222222222223,0.2625,Positive
610,  where are the CovidVaccine   in transit on their way to Ontario .. we need  more ac… ,0.5,0.5,Positive
611,"  Where is  a.k.a. ScottyTheAccouncer Front and centre with the ""good news"" - can… ",0.6000000000000001,0.7,Positive
612,"Just received the 1st dose of the Pfizer vaccine and it went so smooth. I didn’t even feel the injection, even when… ",0.5,0.4,Positive
613,"On the menu this week 
discussing the legal definitions of vaccines,and whether 
the products currently being marke… ",0.30000000000000004,0.1,Positive
614,JP’s Direct Support Professionals &amp; residents in our supported living program for people w/disabilities have begun… ,0.4,0.1,Positive
615,. and  on logistical and resource challenges that Indian policymakers must address to ensure equ… ,0.0,0.0,Neutral
616,"New to 1/14  webinar: __Martinez will weigh in on the CovidVaccine &amp; SDOH in the new Biden admin,… ",0.45454545454545453,0.13636363636363635,Positive
617,"I had the CovidVaccine last month and will be getting the second dose soon. Yes, I had a mild reaction, but take it from a nurse. WorthIt",0.18888888888888888,0.1111111111111111,Positive
618,Delaware aims to ramp up vaccination efforts in face of new federal directive that ties CovidVaccine  allotment t… ,0.45454545454545453,0.13636363636363635,Positive
619,"Over 250 members of the public are getting the CovidVaccine at my hospital today. The lobby was a bit crazy, but t… ",0.48333333333333334,-0.3,Negative
620,WHITE SUPREMACY GROUPS VS ANTIFA ACCORDING TO THE FBI. ExpelTheSeditionists TrumpConceded MAGATerrorists… ,0.0,0.0,Neutral
621,"COVID19 CovidVaccine covid_19UK coronavirusuk 

Such interesting economics of COVID-19:
Pfizer £25 a shot
Moder… ",0.5,0.25,Positive
622,"Our very own, PGY1 Community Resident Dr. Katie Henn, drawing up doses for our patients to get their COVID vaccines… ",1.0,0.78,Positive
623,"To support the distribution of the COVID19 vaccine,  has partnered with  to share critical infor… ",0.8,0.0,Neutral
624,Elbow bump to our friends at the Oklahoma Caring Foundation for helping Tulsa teachers and staff get their… ,0.0,0.0,Neutral
625," and _Group vaccine mRNA represented as an image. Generated with



COVID19… ",0.0,0.0,Neutral
626,Breaking News. STAY AT HOME order Thursday  12:01am.  2nd State of Emergency Ontario Premier Doug Ford - We Have Ho… ,0.0,0.0,Neutral
627," and Moderna aim to build confidence in Covid 19 vaccines.

CovidVaccine uber vaccine covid covid19… ",0.0,0.0,Neutral
628,I'm very excited! I'm getting the COVID-19 vaccine in the morning - second person in the place that I work in and (… ,0.48750000000000004,0.3046875,Positive
629,Very scary if you are young and considering vaccine so you can travel and party you may want to do your research fi… ,0.7,-0.275,Negative
630,"Shot 💉 number 2 in the books 📚- or the arm 💪🏾 I guess I should say!
⠀
COVID19 COVIDVaccine ",0.0,0.0,Neutral
631,"Latest CovidVaccine  numbers-- nearly 700K shots shipped to GA overall, 33% actually injected. Gov Kemp says… ",0.35000000000000003,0.15,Positive
632,This sweet 82 year old &amp; her daughter tell me they’re eager for the CovidVaccine they would qualify under Phase 1B… ,0.42500000000000004,0.22499999999999998,Positive
633,So I was told that the invitation was sent out for the wrong appointment times so that's why there was such a long… ,0.7,-0.25,Negative
634," CHINESE VIETNAMESE ARABIC, too?

Texas is home to one of the largest Asian/MiddleEastrn communities in… ",0.0,0.0,Neutral
635,"Anyone flying to the U.S. will soon need to show proof of a negative test for COVID-19.
 COVID19… ",0.4,-0.3,Negative
636,You gonna loose your job and be BROKE BROKE BROKE!! TrumpBanned Trump TrumpIsACompleteFailure CovidVaccine… ,0.2692307692307692,-0.1201923076923077,Negative
637,"My experience following dose 2 of the Pfizer-BioNTech CovidVaccine has not been as pleasant as after dose 1, but… ",0.5333333333333333,0.36666666666666664,Positive
638,"The hospital I'm doing clinicals at just extended vaccine appointments to interested nursing students, and guess wh… ",0.5,0.25,Positive
639,Day 2 update: arm soreness gone. Did some yoga and PR'd a peloton ride- highly likely to be a side effect of the va… ,1.0,0.0,Neutral
640,"Reporting on the catastrophic coronavirus Pandemic,  reporter, who now is basically a war correspondent,… ",0.0,0.0,Neutral
641,Well there's so much talk of this vaccine I can tell you I am getting it ASAP.  They say maybe it'll make you grow… ,0.2,0.2,Positive
642,Headaches long gone. Now I’m just exhausted. Ended up taking the day off. Once the headache eased I could have gone… ,0.55,-0.225,Negative
643, We should not have to settle for a 2nd or 3rd best vaccine either.... Just saying auspol CovidVaccine,0.09999999999999999,0.3333333333333333,Positive
644,"DataDaily | COVIDvaccine has been the hot topic these past few weeks, check out how each country is doing accordi… ",0.4000000000000001,-0.06666666666666667,Negative
645,"Breaking: Latest ONS data for England and Wales. 

The hugely scary month of December actually had fewer deaths tha… ",0.6666666666666666,0.0,Neutral
646,"Post-2nd vax Day 1: More reactogenicity than last time. Overnight chills, sweats, muscle aches, fatigue. Tylenol he… ",0.2833333333333333,0.25,Positive
647,"I got my second/last CovidVaccine today, about 45 minutes ago, woohoo!  I took the day off from work tomorrow, just in case.  So excited!",0.75,0.46875,Positive
648,The pandemic has drastically impacted the work of hospital chaplains. In my latest  story I spoke with Rabbi… ,0.9,0.5,Positive
649,Another super-special human who doesn't need to worry about the virus. Only us lowly folk have to wear masks.… ,0.46666666666666673,0.0,Neutral
650,"Reporting on the catastrophic coronavirus Pandemic,  reporter, who now is basically a war correspondent,… ",0.0,0.0,Neutral
651,Neutralizing antibody levels aren’t the only things that can get high! CovidVaccine ,0.77,0.1,Positive
652,A lot of these deaths could have been prevented by social distancing and wearing a mask. Some people that just had… ,0.06666666666666667,0.03333333333333333,Positive
653,What am I going to get first a  5 or a CovidVaccine ?  Probably even money right now 🤣,0.43452380952380953,0.26785714285714285,Positive
654,What a milestone! Golden Years LTC residents 1st in  to receive the COVIDVaccine today. Special TY… ,0.5357142857142857,0.32857142857142857,Positive
655,Integrating Megan Thee Stallion lyrics and vaccination: Level EXPERT! 🤣 COVID19 CovidVaccine ,0.0,0.0,Neutral
656,"Reporting on the catastrophic coronavirus Pandemic,  reporter, who now is basically a war correspondent,… ",0.0,0.0,Neutral
657,"What do you &amp; your 'boss' know about viral evolution, ?
Super spreaders: Typhoid Mary meets the B… ",0.6666666666666666,0.3333333333333333,Positive
658, LOVE this thinking. Break down the problems and find the market-based solutions that others have used. Rega… ,0.4444444444444444,0.17222222222222222,Positive
659,I was blessed to receive my first dose of the  CovidVaccine yesterday! So far the only side effects I’m experienci… ,0.7777777777777777,0.13749999999999998,Positive
660,"  Convert the 100s of Covid testing sites into vaccination sites, and equip all voting locations into va… ",0.0,0.0,Neutral
661, pathetic that you are using the vaccine to increase tourism. Shame on you. election2022… ,1.0,-1.0,Negative
662,"Reporting on the catastrophic coronavirus Pandemic,  reporter, who now is basically a war correspondent,… ",0.0,0.0,Neutral
663,🍂😷 🛂💉Thousands of Britons who have received their Covid jab 'will be offered a vaccine passport' in trial taking pl… ,0.0,0.0,Neutral
664,"This should be a very proud moment for India 

What is really stupid is having a massive crowd, many scientists I p… ",0.875,0.17500000000000002,Positive
665,"This is what leadership, integrity and true bipartisan transition looks like. CovidVaccine Biden ",0.65,0.35,Positive
666," Another question, Albo and :

Will those politicians who bought CSL shares just prior to… ",0.0,0.0,Neutral
667,So.... if you havent already showed ya girl support please do by subscribing to the channel... 💞💞💞💞… ,0.0,0.0,Neutral
668,"One week since I got my CovidVaccine at . So far, no symptoms and I feel fine! uclahealth ucla",0.75,0.3104166666666667,Positive
669," The deadly CovidVaccine is rolling out. 

But we're told not to worry if many die soon after getting… ",0.45,0.15,Positive
670, Great! Ready to see some big numbers posted in Georgia's rollout of the COVIDVaccine,0.45,0.39999999999999997,Positive
671,i miss life. CovidVaccine WeCanDoThis,0.0,0.0,Neutral
672,"The volunteer process for vaccine giving includes background checks, 10+ online modules, training sessions. I'm an… ",0.0,0.0,Neutral
673,"My husband’s school designated teachers as Critical Infrastructure Workers, which means no right to quarantine if e… ",0.6678571428571429,-0.07142857142857142,Negative
674,Poll : lockdownuk COVID19 CovidVaccine coronavirus ,0.0,0.0,Neutral
675,Last blood donation before my first dose of the CovidVaccine on Thursday!! 🥳💉🦠 ,0.19999999999999998,0.1953125,Positive
676," Oi. Albo, so who do you think gets the Gold Standard CovidVaccine and who gets the ""also ran""?

 “All anim… ",0.0,0.0,Neutral
677,"Groups who will only get vaccinated if it's required for work, school, etc. (9% of public) may require different co… ",0.5555555555555555,0.0,Neutral
678,"brucewillis tuesdayvibe CovidVaccine 
I see Bruce Willis is trending. Here is me running to check. ",0.0,0.0,Neutral
679,"Happy 2021, IPs! As the vaccine rolls out, many of you getting your very first taste of hope for an end to this pan… ",0.6444444444444445,0.6083333333333333,Positive
